ISim log file
Running: D:\Desktop\CO\P7\CPU\mips_txt_isim_beh.exe -intstyle ise -gui -tclbatch isim.cmd -wdb D:/Desktop/CO/P7/CPU/mips_txt_isim_beh.wdb 
ISim P.20131013 (signature 0x7708f090)
WARNING: A WEBPACK license was found.
WARNING: Please use Xilinx License Configuration Manager to check out a full ISim license.
WARNING: ISim will run in Lite mode. Please refer to the ISim documentation for more information on the differences between the Lite and the Full version.
This is a Lite version of ISim.
Time resolution is 1 ps
# onerror resume
# wave add /
# run 1000 ns
Simulator is doing circuit initialization process.
Finished circuit initialization process.
@00004184: $ 4 <= 000035e0
@00004188: $ 1 <= 000001e6
@0000418c: $ 6 <= 000001e7
@00004180: $ 5 <= 000035e0
@00004184: $ 4 <= 000035e4
@00004188: $ 1 <= 000001e9
@0000418c: $ 6 <= 000001ea
@00004180: $ 5 <= 000035e4
@00004184: $ 4 <= 000035e8
@00004188: $ 1 <= 000001ec
@0000418c: $ 6 <= 000001ed
@00004180: $ 5 <= 000035e8
@00004184: $ 4 <= 000035ec
@00004188: $ 1 <= 000001ef
@0000418c: $ 6 <= 000001f0
@00004180: $ 5 <= 000035ec
@00004184: $ 4 <= 000035f0
@00004188: $ 1 <= 000001f2
@0000418c: $ 6 <= 000001f3
@00004180: $ 5 <= 000035f0
@00004184: $ 4 <= 000035f4
@00004188: $ 1 <= 000001f5
@0000418c: $ 6 <= 000001f6
@00004180: $ 5 <= 000035f4
@00004184: $ 4 <= 000035f8
@00004188: $ 1 <= 000001f8
@0000418c: $ 6 <= 000001f9
@00004180: $ 5 <= 000035f8
@00004184: $ 4 <= 000035fc
@00004188: $ 1 <= 000001fb
@0000418c: $ 6 <= 000001fc
@00004180: $ 5 <= 000035fc
@00004184: $ 4 <= 00003600
@00004188: $ 1 <= 000001fe
@0000418c: $ 6 <= 000001ff
@00004180: $ 5 <= 00003600
@00004184: $ 4 <= 00003604
@00004188: $ 1 <= 00000201
@0000418c: $ 6 <= 00000202
@00004180: $ 5 <= 00003604
@00004184: $ 4 <= 00003608
@00004188: $ 1 <= 00000204
@0000418c: $ 6 <= 00000205
@00004180: $ 5 <= 00003608
@00004184: $ 4 <= 0000360c
@00004188: $ 1 <= 00000207
@0000418c: $ 6 <= 00000208
@00004180: $ 5 <= 0000360c
@00004184: $ 4 <= 00003610
@00004188: $ 1 <= 0000020a
@0000418c: $ 6 <= 0000020b
@00004180: $ 5 <= 00003610
@00004184: $ 4 <= 00003614
@00004188: $ 1 <= 0000020d
@0000418c: $ 6 <= 0000020e
@00004180: $ 5 <= 00003614
@00004184: $ 4 <= 00003618
@00004188: $ 1 <= 00000210
@0000418c: $ 6 <= 00000211
@00004180: $ 5 <= 00003618
@00004184: $ 4 <= 0000361c
@00004188: $ 1 <= 00000213
@0000418c: $ 6 <= 00000214
@00004180: $ 5 <= 0000361c
@00004184: $ 4 <= 00003620
@00004188: $ 1 <= 00000216
@0000418c: $ 6 <= 00000217
@00004180: $ 5 <= 00003620
@00004184: $ 4 <= 00003624
@00004188: $ 1 <= 00000219
@0000418c: $ 6 <= 0000021a
@00004180: $ 5 <= 00003624
@00004184: $ 4 <= 00003628
@00004188: $ 1 <= 0000021c
@0000418c: $ 6 <= 0000021d
@00004180: $ 5 <= 00003628
@00004184: $ 4 <= 0000362c
@00004188: $ 1 <= 0000021f
@0000418c: $ 6 <= 00000220
@00004180: $ 5 <= 0000362c
@00004184: $ 4 <= 00003630
@00004188: $ 1 <= 00000222
@0000418c: $ 6 <= 00000223
@00004180: $ 5 <= 00003630
@00004184: $ 4 <= 00003634
@00004188: $ 1 <= 00000225
@0000418c: $ 6 <= 00000226
@00004180: $ 5 <= 00003634
@00004184: $ 4 <= 00003638
@00004188: $ 1 <= 00000228
@0000418c: $ 6 <= 00000229
@00004180: $ 5 <= 00003638
@00004184: $ 4 <= 0000363c
@00004188: $ 1 <= 0000022b
@0000418c: $ 6 <= 0000022c
@00004180: $ 5 <= 0000363c
@00004184: $ 4 <= 00003640
@00004188: $ 1 <= 0000022e
@0000418c: $ 6 <= 0000022f
@00004180: $ 5 <= 00003640
@00004184: $ 4 <= 00003644
@00004188: $ 1 <= 00000231
@0000418c: $ 6 <= 00000232
@00004180: $ 5 <= 00003644
@00004184: $ 4 <= 00003648
@00004188: $ 1 <= 00000234
@0000418c: $ 6 <= 00000235
@00004180: $ 5 <= 00003648
@00004184: $ 4 <= 0000364c
@00004188: $ 1 <= 00000237
@0000418c: $ 6 <= 00000238
@00004180: $ 5 <= 0000364c
@00004184: $ 4 <= 00003650
@00004188: $ 1 <= 0000023a
@0000418c: $ 6 <= 0000023b
@00004180: $ 5 <= 00003650
@00004184: $ 4 <= 00003654
@00004188: $ 1 <= 0000023d
@0000418c: $ 6 <= 0000023e
@00004180: $ 5 <= 00003654
@00004184: $ 4 <= 00003658
@00004188: $ 1 <= 00000240
@0000418c: $ 6 <= 00000241
# run 10us
@00004180: $ 5 <= 00003658
@00004184: $ 4 <= 0000365c
@00004188: $ 1 <= 00000243
@0000418c: $ 6 <= 00000244
@00004180: $ 5 <= 0000365c
@00004184: $ 4 <= 00003660
@00004188: $ 1 <= 00000246
@0000418c: $ 6 <= 00000247
@00004180: $ 5 <= 00003660
@00004184: $ 4 <= 00003664
@00004188: $ 1 <= 00000249
@0000418c: $ 6 <= 0000024a
@00004180: $ 5 <= 00003664
@00004184: $ 4 <= 00003668
@00004188: $ 1 <= 0000024c
@0000418c: $ 6 <= 0000024d
@00004180: $ 5 <= 00003668
@00004184: $ 4 <= 0000366c
@00004188: $ 1 <= 0000024f
@0000418c: $ 6 <= 00000250
@00004180: $ 5 <= 0000366c
@00004184: $ 4 <= 00003670
@00004188: $ 1 <= 00000252
@0000418c: $ 6 <= 00000253
@00004180: $ 5 <= 00003670
@00004184: $ 4 <= 00003674
@00004188: $ 1 <= 00000255
@0000418c: $ 6 <= 00000256
@00004180: $ 5 <= 00003674
@00004184: $ 4 <= 00003678
@00004188: $ 1 <= 00000258
@0000418c: $ 6 <= 00000259
@00004180: $ 5 <= 00003678
@00004184: $ 4 <= 0000367c
@00004188: $ 1 <= 0000025b
@0000418c: $ 6 <= 0000025c
@00004180: $ 5 <= 0000367c
@00004184: $ 4 <= 00003680
@00004188: $ 1 <= 0000025e
@0000418c: $ 6 <= 0000025f
@00004180: $ 5 <= 00003680
@00004184: $ 4 <= 00003684
@00004188: $ 1 <= 00000261
@0000418c: $ 6 <= 00000262
@00004180: $ 5 <= 00003684
@00004184: $ 4 <= 00003688
@00004188: $ 1 <= 00000264
@0000418c: $ 6 <= 00000265
@00004180: $ 5 <= 00003688
@00004184: $ 4 <= 0000368c
@00004188: $ 1 <= 00000267
@0000418c: $ 6 <= 00000268
@00004180: $ 5 <= 0000368c
@00004184: $ 4 <= 00003690
@00004188: $ 1 <= 0000026a
@0000418c: $ 6 <= 0000026b
@00004180: $ 5 <= 00003690
@00004184: $ 4 <= 00003694
@00004188: $ 1 <= 0000026d
@0000418c: $ 6 <= 0000026e
@00004180: $ 5 <= 00003694
@00004184: $ 4 <= 00003698
@00004188: $ 1 <= 00000270
@0000418c: $ 6 <= 00000271
@00004180: $ 5 <= 00003698
@00004184: $ 4 <= 0000369c
@00004188: $ 1 <= 00000273
@0000418c: $ 6 <= 00000274
@00004180: $ 5 <= 0000369c
@00004184: $ 4 <= 000036a0
@00004188: $ 1 <= 00000276
@0000418c: $ 6 <= 00000277
@00004180: $ 5 <= 000036a0
@00004184: $ 4 <= 000036a4
@00004188: $ 1 <= 00000279
@0000418c: $ 6 <= 0000027a
@00004180: $ 5 <= 000036a4
@00004184: $ 4 <= 000036a8
@00004188: $ 1 <= 0000027c
@0000418c: $ 6 <= 0000027d
@00004180: $ 5 <= 000036a8
@00004184: $ 4 <= 000036ac
@00004188: $ 1 <= 0000027f
@0000418c: $ 6 <= 00000280
@00004180: $ 5 <= 000036ac
@00004184: $ 4 <= 000036b0
@00004188: $ 1 <= 00000282
@0000418c: $ 6 <= 00000283
@00004180: $ 5 <= 000036b0
@00004184: $ 4 <= 000036b4
@00004188: $ 1 <= 00000285
@0000418c: $ 6 <= 00000286
@00004180: $ 5 <= 000036b4
@00004184: $ 4 <= 000036b8
@00004188: $ 1 <= 00000288
@0000418c: $ 6 <= 00000289
@00004180: $ 5 <= 000036b8
@00004184: $ 4 <= 000036bc
@00004188: $ 1 <= 0000028b
@0000418c: $ 6 <= 0000028c
@00004180: $ 5 <= 000036bc
@00004184: $ 4 <= 000036c0
@00004188: $ 1 <= 0000028e
@0000418c: $ 6 <= 0000028f
@00004180: $ 5 <= 000036c0
@00004184: $ 4 <= 000036c4
@00004188: $ 1 <= 00000291
@0000418c: $ 6 <= 00000292
@00004180: $ 5 <= 000036c4
@00004184: $ 4 <= 000036c8
@00004188: $ 1 <= 00000294
@0000418c: $ 6 <= 00000295
@00004180: $ 5 <= 000036c8
@00004184: $ 4 <= 000036cc
@00004188: $ 1 <= 00000297
@0000418c: $ 6 <= 00000298
@00004180: $ 5 <= 000036cc
@00004184: $ 4 <= 000036d0
@00004188: $ 1 <= 0000029a
@0000418c: $ 6 <= 0000029b
@00004180: $ 5 <= 000036d0
@00004184: $ 4 <= 000036d4
@00004188: $ 1 <= 0000029d
@0000418c: $ 6 <= 0000029e
@00004180: $ 5 <= 000036d4
@00004184: $ 4 <= 000036d8
@00004188: $ 1 <= 000002a0
@0000418c: $ 6 <= 000002a1
@00004180: $ 5 <= 000036d8
@00004184: $ 4 <= 000036dc
@00004188: $ 1 <= 000002a3
@0000418c: $ 6 <= 000002a4
@00004180: $ 5 <= 000036dc
@00004184: $ 4 <= 000036e0
@00004188: $ 1 <= 000002a6
@0000418c: $ 6 <= 000002a7
@00004180: $ 5 <= 000036e0
@00004184: $ 4 <= 000036e4
@00004188: $ 1 <= 000002a9
@0000418c: $ 6 <= 000002aa
@00004180: $ 5 <= 000036e4
@00004184: $ 4 <= 000036e8
@00004188: $ 1 <= 000002ac
@0000418c: $ 6 <= 000002ad
@00004180: $ 5 <= 000036e8
@00004184: $ 4 <= 000036ec
@00004188: $ 1 <= 000002af
@0000418c: $ 6 <= 000002b0
@00004180: $ 5 <= 000036ec
@00004184: $ 4 <= 000036f0
@00004188: $ 1 <= 000002b2
@0000418c: $ 6 <= 000002b3
@00004180: $ 5 <= 000036f0
@00004184: $ 4 <= 000036f4
@00004188: $ 1 <= 000002b5
@0000418c: $ 6 <= 000002b6
@00004180: $ 5 <= 000036f4
@00004184: $ 4 <= 000036f8
@00004188: $ 1 <= 000002b8
@0000418c: $ 6 <= 000002b9
@00004180: $ 5 <= 000036f8
@00004184: $ 4 <= 000036fc
@00004188: $ 1 <= 000002bb
@0000418c: $ 6 <= 000002bc
@00004180: $ 5 <= 000036fc
@00004184: $ 4 <= 00003700
@00004188: $ 1 <= 000002be
@0000418c: $ 6 <= 000002bf
@00004180: $ 5 <= 00003700
@00004184: $ 4 <= 00003704
@00004188: $ 1 <= 000002c1
@0000418c: $ 6 <= 000002c2
@00004180: $ 5 <= 00003704
@00004184: $ 4 <= 00003708
@00004188: $ 1 <= 000002c4
@0000418c: $ 6 <= 000002c5
@00004180: $ 5 <= 00003708
@00004184: $ 4 <= 0000370c
@00004188: $ 1 <= 000002c7
@0000418c: $ 6 <= 000002c8
@00004180: $ 5 <= 0000370c
@00004184: $ 4 <= 00003710
@00004188: $ 1 <= 000002ca
@0000418c: $ 6 <= 000002cb
@00004180: $ 5 <= 00003710
@00004184: $ 4 <= 00003714
@00004188: $ 1 <= 000002cd
@0000418c: $ 6 <= 000002ce
@00004180: $ 5 <= 00003714
@00004184: $ 4 <= 00003718
@00004188: $ 1 <= 000002d0
@0000418c: $ 6 <= 000002d1
@00004180: $ 5 <= 00003718
@00004184: $ 4 <= 0000371c
@00004188: $ 1 <= 000002d3
@0000418c: $ 6 <= 000002d4
@00004180: $ 5 <= 0000371c
@00004184: $ 4 <= 00003720
@00004188: $ 1 <= 000002d6
@0000418c: $ 6 <= 000002d7
@00004180: $ 5 <= 00003720
@00004184: $ 4 <= 00003724
@00004188: $ 1 <= 000002d9
@0000418c: $ 6 <= 000002da
@00004180: $ 5 <= 00003724
@00004184: $ 4 <= 00003728
@00004188: $ 1 <= 000002dc
@0000418c: $ 6 <= 000002dd
@00004180: $ 5 <= 00003728
@00004184: $ 4 <= 0000372c
@00004188: $ 1 <= 000002df
@0000418c: $ 6 <= 000002e0
@00004180: $ 5 <= 0000372c
@00004184: $ 4 <= 00003730
@00004188: $ 1 <= 000002e2
@0000418c: $ 6 <= 000002e3
@00004180: $ 5 <= 00003730
@00004184: $ 4 <= 00003734
@00004188: $ 1 <= 000002e5
@0000418c: $ 6 <= 000002e6
@00004180: $ 5 <= 00003734
@00004184: $ 4 <= 00003738
@00004188: $ 1 <= 000002e8
@0000418c: $ 6 <= 000002e9
@00004180: $ 5 <= 00003738
@00004184: $ 4 <= 0000373c
@00004188: $ 1 <= 000002eb
@0000418c: $ 6 <= 000002ec
@00004180: $ 5 <= 0000373c
@00004184: $ 4 <= 00003740
@00004188: $ 1 <= 000002ee
@0000418c: $ 6 <= 000002ef
@00004180: $ 5 <= 00003740
@00004184: $ 4 <= 00003744
@00004188: $ 1 <= 000002f1
@0000418c: $ 6 <= 000002f2
@00004180: $ 5 <= 00003744
@00004184: $ 4 <= 00003748
@00004188: $ 1 <= 000002f4
@0000418c: $ 6 <= 000002f5
@00004180: $ 5 <= 00003748
@00004184: $ 4 <= 0000374c
@00004188: $ 1 <= 000002f7
@0000418c: $ 6 <= 000002f8
@00004180: $ 5 <= 0000374c
@00004184: $ 4 <= 00003750
@00004188: $ 1 <= 000002fa
@0000418c: $ 6 <= 000002fb
@00004180: $ 5 <= 00003750
@00004184: $ 4 <= 00003754
@00004188: $ 1 <= 000002fd
@0000418c: $ 6 <= 000002fe
@00004180: $ 5 <= 00003754
@00004184: $ 4 <= 00003758
@00004188: $ 1 <= 00000300
@0000418c: $ 6 <= 00000301
@00004180: $ 5 <= 00003758
@00004184: $ 4 <= 0000375c
@00004188: $ 1 <= 00000303
@0000418c: $ 6 <= 00000304
@00004180: $ 5 <= 0000375c
@00004184: $ 4 <= 00003760
@00004188: $ 1 <= 00000306
@0000418c: $ 6 <= 00000307
@00004180: $ 5 <= 00003760
@00004184: $ 4 <= 00003764
@00004188: $ 1 <= 00000309
@0000418c: $ 6 <= 0000030a
@00004180: $ 5 <= 00003764
@00004184: $ 4 <= 00003768
@00004188: $ 1 <= 0000030c
@0000418c: $ 6 <= 0000030d
@00004180: $ 5 <= 00003768
@00004184: $ 4 <= 0000376c
@00004188: $ 1 <= 0000030f
@0000418c: $ 6 <= 00000310
@00004180: $ 5 <= 0000376c
@00004184: $ 4 <= 00003770
@00004188: $ 1 <= 00000312
@0000418c: $ 6 <= 00000313
@00004180: $ 5 <= 00003770
@00004184: $ 4 <= 00003774
@00004188: $ 1 <= 00000315
@0000418c: $ 6 <= 00000316
@00004180: $ 5 <= 00003774
@00004184: $ 4 <= 00003778
@00004188: $ 1 <= 00000318
@0000418c: $ 6 <= 00000319
@00004180: $ 5 <= 00003778
@00004184: $ 4 <= 0000377c
@00004188: $ 1 <= 0000031b
@0000418c: $ 6 <= 0000031c
@00004180: $ 5 <= 0000377c
@00004184: $ 4 <= 00003780
@00004188: $ 1 <= 0000031e
@0000418c: $ 6 <= 0000031f
@00004180: $ 5 <= 00003780
@00004184: $ 4 <= 00003784
@00004188: $ 1 <= 00000321
@0000418c: $ 6 <= 00000322
@00004180: $ 5 <= 00003784
@00004184: $ 4 <= 00003788
@00004188: $ 1 <= 00000324
@0000418c: $ 6 <= 00000325
@00004180: $ 5 <= 00003788
@00004184: $ 4 <= 0000378c
@00004188: $ 1 <= 00000327
@0000418c: $ 6 <= 00000328
@00004180: $ 5 <= 0000378c
@00004184: $ 4 <= 00003790
@00004188: $ 1 <= 0000032a
@0000418c: $ 6 <= 0000032b
@00004180: $ 5 <= 00003790
@00004184: $ 4 <= 00003794
@00004188: $ 1 <= 0000032d
@0000418c: $ 6 <= 0000032e
@00004180: $ 5 <= 00003794
@00004184: $ 4 <= 00003798
@00004188: $ 1 <= 00000330
@0000418c: $ 6 <= 00000331
@00004180: $ 5 <= 00003798
@00004184: $ 4 <= 0000379c
@00004188: $ 1 <= 00000333
@0000418c: $ 6 <= 00000334
@00004180: $ 5 <= 0000379c
@00004184: $ 4 <= 000037a0
@00004188: $ 1 <= 00000336
@0000418c: $ 6 <= 00000337
@00004180: $ 5 <= 000037a0
@00004184: $ 4 <= 000037a4
@00004188: $ 1 <= 00000339
@0000418c: $ 6 <= 0000033a
@00004180: $ 5 <= 000037a4
@00004184: $ 4 <= 000037a8
@00004188: $ 1 <= 0000033c
@0000418c: $ 6 <= 0000033d
@00004180: $ 5 <= 000037a8
@00004184: $ 4 <= 000037ac
@00004188: $ 1 <= 0000033f
@0000418c: $ 6 <= 00000340
@00004180: $ 5 <= 000037ac
@00004184: $ 4 <= 000037b0
@00004188: $ 1 <= 00000342
@0000418c: $ 6 <= 00000343
@00004180: $ 5 <= 000037b0
@00004184: $ 4 <= 000037b4
@00004188: $ 1 <= 00000345
@0000418c: $ 6 <= 00000346
@00004180: $ 5 <= 000037b4
@00004184: $ 4 <= 000037b8
@00004188: $ 1 <= 00000348
@0000418c: $ 6 <= 00000349
@00004180: $ 5 <= 000037b8
@00004184: $ 4 <= 000037bc
@00004188: $ 1 <= 0000034b
@0000418c: $ 6 <= 0000034c
@00004180: $ 5 <= 000037bc
@00004184: $ 4 <= 000037c0
@00004188: $ 1 <= 0000034e
@0000418c: $ 6 <= 0000034f
@00004180: $ 5 <= 000037c0
@00004184: $ 4 <= 000037c4
@00004188: $ 1 <= 00000351
@0000418c: $ 6 <= 00000352
@00004180: $ 5 <= 000037c4
@00004184: $ 4 <= 000037c8
@00004188: $ 1 <= 00000354
@0000418c: $ 6 <= 00000355
@00004180: $ 5 <= 000037c8
@00004184: $ 4 <= 000037cc
@00004188: $ 1 <= 00000357
@0000418c: $ 6 <= 00000358
@00004180: $ 5 <= 000037cc
@00004184: $ 4 <= 000037d0
@00004188: $ 1 <= 0000035a
@0000418c: $ 6 <= 0000035b
@00004180: $ 5 <= 000037d0
@00004184: $ 4 <= 000037d4
@00004188: $ 1 <= 0000035d
@0000418c: $ 6 <= 0000035e
@00004180: $ 5 <= 000037d4
@00004184: $ 4 <= 000037d8
@00004188: $ 1 <= 00000360
@0000418c: $ 6 <= 00000361
@00004180: $ 5 <= 000037d8
@00004184: $ 4 <= 000037dc
@00004188: $ 1 <= 00000363
@0000418c: $ 6 <= 00000364
@00004180: $ 5 <= 000037dc
@00004184: $ 4 <= 000037e0
@00004188: $ 1 <= 00000366
@0000418c: $ 6 <= 00000367
@00004180: $ 5 <= 000037e0
@00004184: $ 4 <= 000037e4
@00004188: $ 1 <= 00000369
@0000418c: $ 6 <= 0000036a
@00004180: $ 5 <= 000037e4
@00004184: $ 4 <= 000037e8
@00004188: $ 1 <= 0000036c
@0000418c: $ 6 <= 0000036d
@00004180: $ 5 <= 000037e8
@00004184: $ 4 <= 000037ec
@00004188: $ 1 <= 0000036f
@0000418c: $ 6 <= 00000370
@00004180: $ 5 <= 000037ec
@00004184: $ 4 <= 000037f0
@00004188: $ 1 <= 00000372
@0000418c: $ 6 <= 00000373
@00004180: $ 5 <= 000037f0
@00004184: $ 4 <= 000037f4
@00004188: $ 1 <= 00000375
@0000418c: $ 6 <= 00000376
@00004180: $ 5 <= 000037f4
@00004184: $ 4 <= 000037f8
@00004188: $ 1 <= 00000378
@0000418c: $ 6 <= 00000379
@00004180: $ 5 <= 000037f8
@00004184: $ 4 <= 000037fc
@00004188: $ 1 <= 0000037b
@0000418c: $ 6 <= 0000037c
@00004180: $ 5 <= 000037fc
@00004184: $ 4 <= 00003800
@00004188: $ 1 <= 0000037e
@0000418c: $ 6 <= 0000037f
@00004180: $ 5 <= 00003800
@00004184: $ 4 <= 00003804
@00004188: $ 1 <= 00000381
@0000418c: $ 6 <= 00000382
@00004180: $ 5 <= 00003804
@00004184: $ 4 <= 00003808
@00004188: $ 1 <= 00000384
@0000418c: $ 6 <= 00000385
@00004180: $ 5 <= 00003808
@00004184: $ 4 <= 0000380c
@00004188: $ 1 <= 00000387
@0000418c: $ 6 <= 00000388
@00004180: $ 5 <= 0000380c
@00004184: $ 4 <= 00003810
@00004188: $ 1 <= 0000038a
@0000418c: $ 6 <= 0000038b
@00004180: $ 5 <= 00003810
@00004184: $ 4 <= 00003814
@00004188: $ 1 <= 0000038d
@0000418c: $ 6 <= 0000038e
@00004180: $ 5 <= 00003814
@00004184: $ 4 <= 00003818
@00004188: $ 1 <= 00000390
@0000418c: $ 6 <= 00000391
@00004180: $ 5 <= 00003818
@00004184: $ 4 <= 0000381c
@00004188: $ 1 <= 00000393
@0000418c: $ 6 <= 00000394
@00004180: $ 5 <= 0000381c
@00004184: $ 4 <= 00003820
@00004188: $ 1 <= 00000396
@0000418c: $ 6 <= 00000397
@00004180: $ 5 <= 00003820
@00004184: $ 4 <= 00003824
@00004188: $ 1 <= 00000399
@0000418c: $ 6 <= 0000039a
@00004180: $ 5 <= 00003824
@00004184: $ 4 <= 00003828
@00004188: $ 1 <= 0000039c
@0000418c: $ 6 <= 0000039d
@00004180: $ 5 <= 00003828
@00004184: $ 4 <= 0000382c
@00004188: $ 1 <= 0000039f
@0000418c: $ 6 <= 000003a0
@00004180: $ 5 <= 0000382c
@00004184: $ 4 <= 00003830
@00004188: $ 1 <= 000003a2
@0000418c: $ 6 <= 000003a3
@00004180: $ 5 <= 00003830
@00004184: $ 4 <= 00003834
@00004188: $ 1 <= 000003a5
@0000418c: $ 6 <= 000003a6
@00004180: $ 5 <= 00003834
@00004184: $ 4 <= 00003838
@00004188: $ 1 <= 000003a8
@0000418c: $ 6 <= 000003a9
@00004180: $ 5 <= 00003838
@00004184: $ 4 <= 0000383c
@00004188: $ 1 <= 000003ab
@0000418c: $ 6 <= 000003ac
@00004180: $ 5 <= 0000383c
@00004184: $ 4 <= 00003840
@00004188: $ 1 <= 000003ae
@0000418c: $ 6 <= 000003af
@00004180: $ 5 <= 00003840
@00004184: $ 4 <= 00003844
@00004188: $ 1 <= 000003b1
@0000418c: $ 6 <= 000003b2
@00004180: $ 5 <= 00003844
@00004184: $ 4 <= 00003848
@00004188: $ 1 <= 000003b4
@0000418c: $ 6 <= 000003b5
@00004180: $ 5 <= 00003848
@00004184: $ 4 <= 0000384c
@00004188: $ 1 <= 000003b7
@0000418c: $ 6 <= 000003b8
@00004180: $ 5 <= 0000384c
@00004184: $ 4 <= 00003850
@00004188: $ 1 <= 000003ba
@0000418c: $ 6 <= 000003bb
@00004180: $ 5 <= 00003850
@00004184: $ 4 <= 00003854
@00004188: $ 1 <= 000003bd
@0000418c: $ 6 <= 000003be
@00004180: $ 5 <= 00003854
@00004184: $ 4 <= 00003858
@00004188: $ 1 <= 000003c0
@0000418c: $ 6 <= 000003c1
@00004180: $ 5 <= 00003858
@00004184: $ 4 <= 0000385c
@00004188: $ 1 <= 000003c3
@0000418c: $ 6 <= 000003c4
@00004180: $ 5 <= 0000385c
@00004184: $ 4 <= 00003860
@00004188: $ 1 <= 000003c6
@0000418c: $ 6 <= 000003c7
@00004180: $ 5 <= 00003860
@00004184: $ 4 <= 00003864
@00004188: $ 1 <= 000003c9
@0000418c: $ 6 <= 000003ca
@00004180: $ 5 <= 00003864
@00004184: $ 4 <= 00003868
@00004188: $ 1 <= 000003cc
@0000418c: $ 6 <= 000003cd
@00004180: $ 5 <= 00003868
@00004184: $ 4 <= 0000386c
@00004188: $ 1 <= 000003cf
@0000418c: $ 6 <= 000003d0
@00004180: $ 5 <= 0000386c
@00004184: $ 4 <= 00003870
@00004188: $ 1 <= 000003d2
@0000418c: $ 6 <= 000003d3
@00004180: $ 5 <= 00003870
@00004184: $ 4 <= 00003874
@00004188: $ 1 <= 000003d5
@0000418c: $ 6 <= 000003d6
@00004180: $ 5 <= 00003874
@00004184: $ 4 <= 00003878
@00004188: $ 1 <= 000003d8
@0000418c: $ 6 <= 000003d9
@00004180: $ 5 <= 00003878
@00004184: $ 4 <= 0000387c
@00004188: $ 1 <= 000003db
@0000418c: $ 6 <= 000003dc
@00004180: $ 5 <= 0000387c
@00004184: $ 4 <= 00003880
@00004188: $ 1 <= 000003de
@0000418c: $ 6 <= 000003df
@00004180: $ 5 <= 00003880
@00004184: $ 4 <= 00003884
@00004188: $ 1 <= 000003e1
@0000418c: $ 6 <= 000003e2
@00004180: $ 5 <= 00003884
@00004184: $ 4 <= 00003888
@00004188: $ 1 <= 000003e4
@0000418c: $ 6 <= 000003e5
@00004180: $ 5 <= 00003888
@00004184: $ 4 <= 0000388c
@00004188: $ 1 <= 000003e7
@0000418c: $ 6 <= 000003e8
@00004180: $ 5 <= 0000388c
@00004184: $ 4 <= 00003890
@00004188: $ 1 <= 000003ea
@0000418c: $ 6 <= 000003eb
@00004180: $ 5 <= 00003890
@00004184: $ 4 <= 00003894
@00004188: $ 1 <= 000003ed
@0000418c: $ 6 <= 000003ee
@00004180: $ 5 <= 00003894
@00004184: $ 4 <= 00003898
@00004188: $ 1 <= 000003f0
@0000418c: $ 6 <= 000003f1
@00004180: $ 5 <= 00003898
@00004184: $ 4 <= 0000389c
@00004188: $ 1 <= 000003f3
@0000418c: $ 6 <= 000003f4
@00004180: $ 5 <= 0000389c
@00004184: $ 4 <= 000038a0
@00004188: $ 1 <= 000003f6
@0000418c: $ 6 <= 000003f7
@00004180: $ 5 <= 000038a0
@00004184: $ 4 <= 000038a4
@00004188: $ 1 <= 000003f9
@0000418c: $ 6 <= 000003fa
@00004180: $ 5 <= 000038a4
@00004184: $ 4 <= 000038a8
@00004188: $ 1 <= 000003fc
@0000418c: $ 6 <= 000003fd
@00004180: $ 5 <= 000038a8
@00004184: $ 4 <= 000038ac
@00004188: $ 1 <= 000003ff
@0000418c: $ 6 <= 00000400
@00004180: $ 5 <= 000038ac
@00004184: $ 4 <= 000038b0
@00004188: $ 1 <= 00000402
@0000418c: $ 6 <= 00000403
@00004180: $ 5 <= 000038b0
@00004184: $ 4 <= 000038b4
@00004188: $ 1 <= 00000405
@0000418c: $ 6 <= 00000406
@00004180: $ 5 <= 000038b4
@00004184: $ 4 <= 000038b8
@00004188: $ 1 <= 00000408
@0000418c: $ 6 <= 00000409
@00004180: $ 5 <= 000038b8
@00004184: $ 4 <= 000038bc
@00004188: $ 1 <= 0000040b
@0000418c: $ 6 <= 0000040c
@00004180: $ 5 <= 000038bc
@00004184: $ 4 <= 000038c0
@00004188: $ 1 <= 0000040e
@0000418c: $ 6 <= 0000040f
@00004180: $ 5 <= 000038c0
@00004184: $ 4 <= 000038c4
@00004188: $ 1 <= 00000411
@0000418c: $ 6 <= 00000412
@00004180: $ 5 <= 000038c4
@00004184: $ 4 <= 000038c8
@00004188: $ 1 <= 00000414
@0000418c: $ 6 <= 00000415
@00004180: $ 5 <= 000038c8
@00004184: $ 4 <= 000038cc
@00004188: $ 1 <= 00000417
@0000418c: $ 6 <= 00000418
@00004180: $ 5 <= 000038cc
@00004184: $ 4 <= 000038d0
@00004188: $ 1 <= 0000041a
@0000418c: $ 6 <= 0000041b
@00004180: $ 5 <= 000038d0
@00004184: $ 4 <= 000038d4
@00004188: $ 1 <= 0000041d
@0000418c: $ 6 <= 0000041e
@00004180: $ 5 <= 000038d4
@00004184: $ 4 <= 000038d8
@00004188: $ 1 <= 00000420
@0000418c: $ 6 <= 00000421
@00004180: $ 5 <= 000038d8
@00004184: $ 4 <= 000038dc
@00004188: $ 1 <= 00000423
@0000418c: $ 6 <= 00000424
@00004180: $ 5 <= 000038dc
@00004184: $ 4 <= 000038e0
